ID,Suburb,Address,Postcode,CouncilArea,Regionname,Price,SaleDate,Seller,Bedrooms,Bathrooms,CarSpaces,Landsize,Latitude,Longitude
788,Coburg,2/118 Bruce St,3058,Moreland,Northern Metropolitan,640000,10/12/2016,Nelson,3,1,2,119,-37.7403,144.9491
789,Brunswick West,1/464 Victoria St,3055,Moreland,Northern Metropolitan,735000,24/09/2016,Jellis,2,1,2,120,-37.7659,144.9487
790,Brunswick,3/5 Evans St,3056,Moreland,Northern Metropolitan,880000,10/12/2016,Dingle,3,2,1,122,-37.7697,144.9649
791,Coburg,4/44 Victoria St,3058,Moreland,Northern Metropolitan,653000,10/09/2016,Peter,2,1,1,129,-37.7422,144.9606
792,Brunswick,2/1 Sturrock St,3056,Moreland,Northern Metropolitan,620000,17/09/2016,Brad,2,1,1,135,-37.7583,144.9756
793,Brunswick,94 Wilson St,3056,Moreland,Northern Metropolitan,800000,23/04/2016,Biggin,2,1,0,137,-37.7745,144.9558
794,Coburg,8 Watchtower Rd,3058,Moreland,Northern Metropolitan,675000,4/02/2016,Walshe,3,1,2,142,-37.7382,144.973
795,Brunswick,10 Cliff St,3056,Moreland,Northern Metropolitan,772000,28/08/2016,Collins,1,1,1,147,-37.7643,144.9584
796,Brunswick,61 Evans St,3056,Moreland,Northern Metropolitan,1105000,11/02/2017,Nelson,2,1,1,147,-37.7702,144.9692
797,Brunswick,332 Albion St,3056,Moreland,Northern Metropolitan,792000,12/11/2016,Nelson,2,1,1,149,-37.7597,144.9528
798,Brunswick,157 Albion St,3056,Moreland,Northern Metropolitan,770000,15/10/2016,Nelson,2,1,0,152,-37.7611,144.966
799,Brunswick,26 Talbot St,3056,Moreland,Northern Metropolitan,860000,22/08/2016,Jellis,2,1,0,153,-37.7657,144.9574
800,Brunswick,28 Blair St,3056,Moreland,Northern Metropolitan,1100000,10/09/2016,Nelson,2,1,0,153,-37.7705,144.9647
801,Brunswick,3/30 Heller St,3056,Moreland,Northern Metropolitan,801000,25/02/2017,Jellis,2,2,1,156,-37.7744,144.9498
802,Brunswick West,2/494 Victoria St,3055,Moreland,Northern Metropolitan,815000,27/06/2016,Ray,3,1,2,157,-37.7652,144.9454
803,Brunswick,52 Talbot St,3056,Moreland,Northern Metropolitan,755000,30/07/2016,Nelson,2,1,1,159,-37.7656,144.9562
804,Brunswick,35 Percy St,3056,Moreland,Northern Metropolitan,705000,23/04/2016,Chambers,2,1,1,161,-37.7646,144.9586
805,Coburg,16 Linda St,3058,Moreland,Northern Metropolitan,953000,6/08/2016,Jellis,2,1,1,170,-37.7508,144.9608
806,Brunswick,77 Blyth St,3056,Moreland,Northern Metropolitan,950000,6/08/2016,Jellis,3,1,0,170,-37.7661,144.9691
807,Brunswick West,201 Hope St,3055,Moreland,Northern Metropolitan,711000,16/04/2016,Nelson,2,1,1,177,-37.7619,144.9412
808,Brunswick,2/18 De Carle St,3056,Moreland,Northern Metropolitan,754000,24/09/2016,Nelson,2,2,1,177,-37.7625,144.9653
809,Brunswick,3A Austin Tce,3056,Moreland,Northern Metropolitan,810000,11/02/2017,Rendina,3,2,3,177,-37.7609,144.9677
810,Brunswick,141 Gold St,3056,Moreland,Northern Metropolitan,845500,7/05/2016,Nelson,2,1,1,179,-37.7742,144.9542
811,Brunswick,143 Gold St,3056,Moreland,Northern Metropolitan,860000,7/05/2016,Nelson,2,1,1,181,-37.7742,144.9541
812,Brunswick,30 Mountfield St,3056,Moreland,Northern Metropolitan,1073000,28/08/2016,Jellis,2,1,1,182,-37.7629,144.968
813,Brunswick,58 Cassels Rd,3056,Moreland,Northern Metropolitan,860000,22/08/2016,Ray,3,1,1,184,-37.7563,144.96
814,Brunswick,144A Glenlyon Rd,3056,Moreland,Northern Metropolitan,840000,12/11/2016,Jellis,2,1,1,186,-37.7727,144.9707
815,Brunswick,16 Thistle St,3056,Moreland,Northern Metropolitan,940000,8/10/2016,Ray,3,2,1,186,-37.7581,144.9514
816,Brunswick,64 Henkel St,3056,Moreland,Northern Metropolitan,990000,19/11/2016,Nelson,3,2,1,194,-37.7653,144.9567
817,Brunswick,246 Victoria St,3056,Moreland,Northern Metropolitan,890000,12/11/2016,Jellis,2,1,1,199,-37.7676,144.9659
818,Brunswick,46 Tinning St,3056,Moreland,Northern Metropolitan,765000,28/05/2016,Nelson,2,1,1,199,-37.759,144.9597
819,Brunswick,58 Donald St,3056,Moreland,Northern Metropolitan,936000,16/04/2016,Nelson,2,1,2,200,-37.7581,144.9678
820,Brunswick West,12 Hamilton St,3055,Moreland,Northern Metropolitan,820000,26/07/2016,Jellis,2,1,1,206,-37.7604,144.9488
821,Brunswick,7 Barrow St,3056,Moreland,Northern Metropolitan,840000,13/08/2016,Brad,3,1,0,209,-37.7624,144.9692
822,Brunswick,311 Albion St,3056,Moreland,Northern Metropolitan,825000,16/04/2016,Nelson,3,1,1,210,-37.7597,144.9545
823,Brunswick,35 Charles St,3056,Moreland,Northern Metropolitan,871000,22/05/2016,Jellis,2,1,1,215,-37.7722,144.9637
824,Brunswick,78 Stewart St,3056,Moreland,Northern Metropolitan,910000,8/10/2016,Jellis,3,1,1,215,-37.7642,144.9688
825,Brunswick,175 Edward St,3056,Moreland,Northern Metropolitan,1261000,16/04/2016,Nelson,3,1,1,216,-37.7746,144.9697
826,Brunswick West,64 Pearson St,3055,Moreland,Northern Metropolitan,955000,7/05/2016,hockingstuart,3,1,0,220,-37.7659,144.9494
827,Brunswick,84 Stewart St,3056,Moreland,Northern Metropolitan,1045000,16/04/2016,Jellis,3,1,2,222,-37.7642,144.969
828,Brunswick,234 Victoria St,3056,Moreland,Northern Metropolitan,1026000,3/09/2016,Nelson,2,1,0,225,-37.7676,144.9665
829,Brunswick,28 Osborne St,3056,Moreland,Northern Metropolitan,855000,8/10/2016,Nelson,3,1,1,229,-37.7622,144.9586
830,Coburg,243 Moreland Rd,3058,Moreland,Northern Metropolitan,1370000,4/03/2017,Ray,3,1,1,233,-37.7549,144.9611
831,Brunswick,9 Blair St,3056,Moreland,Northern Metropolitan,1802500,3/12/2016,Jellis,4,3,1,238,-37.7713,144.9643
832,Brunswick,154 Brunswick Rd,3056,Moreland,Northern Metropolitan,1050000,17/09/2016,Nelson,3,1,1,239,-37.7776,144.963
833,Brunswick,14 Murdock St,3056,Moreland,Northern Metropolitan,976000,14/05/2016,Jellis,3,2,1,240,-37.756,144.9587
834,Brunswick,411 Barkly St,3056,Moreland,Northern Metropolitan,945000,30/07/2016,Jellis,2,1,2,246,-37.775,144.9536
835,Coburg,3/58 Moore St,3058,Moreland,Northern Metropolitan,740000,8/10/2016,Nelson,3,2,1,255,-37.7546,144.9713
836,Brunswick,98 Evans St,3056,Moreland,Northern Metropolitan,1060000,12/11/2016,Nelson,3,1,0,257,-37.7704,144.9695
837,Brunswick,68 Henkel St,3056,Moreland,Northern Metropolitan,890000,18/06/2016,Jellis,2,1,1,259,-37.7653,144.9565
838,Brunswick West,1/572 Moreland Rd,3055,Moreland,Northern Metropolitan,797500,11/02/2017,Nelson,3,2,2,262,-37.7519,144.9324
839,Coburg,2/58 Moore St,3058,Moreland,Northern Metropolitan,865000,7/11/2016,Nelson,3,2,2,263,-37.7546,144.9713
840,Brunswick,270 Albion St,3056,Moreland,Northern Metropolitan,880000,24/09/2016,Nelson,3,1,1,264,-37.7603,144.9573
841,Brunswick,1/182 Albion St,3056,Moreland,Northern Metropolitan,1050000,4/06/2016,hockingstuart,3,1,2,264,-37.7611,144.9644
842,Brunswick,129 Albion St,3056,Moreland,Northern Metropolitan,1115000,8/10/2016,Jellis,4,1,0,264,-37.7611,144.9677
843,Brunswick,177 Barkly St,3056,Moreland,Northern Metropolitan,1800000,15/10/2016,Nelson,4,2,3,271,-37.7769,144.9691
844,Brunswick West,81 Melville Rd,3055,Moreland,Northern Metropolitan,793000,10/12/2016,Ray,3,1,0,275,-37.763,144.9439
845,Brunswick,39 Eveline St,3056,Moreland,Northern Metropolitan,1125000,8/10/2016,Jellis,3,1,1,278,-37.7701,144.9633
846,Coburg,12 Hardwick St,3058,Moreland,Northern Metropolitan,1010000,4/03/2017,Jellis,3,2,1,278,-37.7494,144.9686
847,Brunswick,41 Eveline St,3056,Moreland,Northern Metropolitan,1020000,25/02/2017,Jellis,2,1,1,279,-37.77,144.9633
848,Coburg,6 Shackell St,3058,Moreland,Northern Metropolitan,735000,6/08/2016,Nelson,2,1,1,280,-37.7429,144.952
849,Brunswick,69 Glenlyon Rd,3056,Moreland,Northern Metropolitan,1210000,28/08/2016,Nelson,3,2,1,280,-37.7719,144.9661
850,Brunswick,113 Glenlyon Rd,3056,Moreland,Northern Metropolitan,1320000,15/10/2016,Nelson,4,2,1,281,-37.7722,144.9681
851,Coburg,33 Wellington St,3058,Moreland,Northern Metropolitan,860000,4/06/2016,Peter,3,1,1,283,-37.7416,144.9582
852,Brunswick West,33 Whitby St,3055,Moreland,Northern Metropolitan,1005000,17/09/2016,Nelson,2,1,1,284,-37.7646,144.9476
853,Brunswick,4 Frederick St,3056,Moreland,Northern Metropolitan,1170000,26/07/2016,Nelson,3,1,0,285,-37.7634,144.9593
854,Coburg,10 Shackell St,3058,Moreland,Northern Metropolitan,784000,3/09/2016,Nelson,3,1,1,286,-37.7427,144.952
855,Coburg,43 Ohea St,3058,Moreland,Northern Metropolitan,955000,3/12/2016,Nelson,4,2,1,295,-37.7374,144.9617
856,Brunswick,105 Dawson St,3056,Moreland,Northern Metropolitan,860000,19/11/2016,Jellis,2,1,1,298,-37.7704,144.9504
857,Brunswick West,42 Whitby St,3055,Moreland,Northern Metropolitan,930000,4/06/2016,Nelson,4,2,2,299,-37.764,144.9454
858,Brunswick,443 Albert St,3056,Moreland,Northern Metropolitan,1094000,11/03/2017,Nelson,2,1,2,301,-37.7672,144.9496
859,Brunswick,4 McPherson St,3056,Moreland,Northern Metropolitan,835000,23/04/2016,Jellis,3,1,0,302,-37.758,144.9724
860,Brunswick,7 Louisa St,3056,Moreland,Northern Metropolitan,1020000,27/11/2016,Jellis,3,1,3,308,-37.7649,144.9641
861,Brunswick,54 Davies St,3056,Moreland,Northern Metropolitan,1075000,17/09/2016,Jellis,2,1,0,311,-37.7572,144.9687
862,Brunswick,74 Davies St,3056,Moreland,Northern Metropolitan,905000,14/05/2016,Nelson,3,1,1,314,-37.7573,144.97
863,Brunswick,73 Davies St,3056,Moreland,Northern Metropolitan,1056000,10/09/2016,Nelson,2,1,1,315,-37.757,144.9697
864,Brunswick,26 Warburton St,3056,Moreland,Northern Metropolitan,1340000,27/11/2016,Nelson,3,1,1,316,-37.7741,144.9703
865,Brunswick,109 Stewart St,3056,Moreland,Northern Metropolitan,1080000,28/08/2016,Nelson,3,2,1,316,-37.7643,144.9713
866,Brunswick,50 Davies St,3056,Moreland,Northern Metropolitan,830000,16/04/2016,Nelson,2,1,1,319,-37.7572,144.9686
867,Brunswick,329 Brunswick Rd,3056,Moreland,Northern Metropolitan,1175000,27/11/2016,Jellis,4,1,2,319,-37.7763,144.9549
868,Brunswick,79 Hope St,3056,Moreland,Northern Metropolitan,1450000,7/11/2016,Jellis,4,2,2,323,-37.7637,144.9565
869,Brunswick,13 Percy St,3056,Moreland,Northern Metropolitan,1055000,7/05/2016,Nelson,3,1,1,324,-37.7653,144.9586
870,Brunswick,28 Frederick St,3056,Moreland,Northern Metropolitan,1510000,25/02/2017,Nelson,3,1,0,325,-37.7621,144.9595
871,Brunswick,87 Hope St,3056,Moreland,Northern Metropolitan,955000,11/02/2017,Nelson,3,2,2,327,-37.7636,144.9559
872,Brunswick,32 Rose St,3056,Moreland,Northern Metropolitan,800000,18/03/2017,Walshe,1,1,4,330,-37.7577,144.9524
873,Brunswick,5 MacKenzie St,3056,Moreland,Northern Metropolitan,1222500,10/12/2016,Nelson,3,1,0,331,-37.7619,144.959
874,Brunswick,7 Garnet St,3056,Moreland,Northern Metropolitan,1053000,27/06/2016,Ray,3,1,1,343,-37.7589,144.9529
875,Brunswick West,196 Melville Rd,3055,Moreland,Northern Metropolitan,816000,28/08/2016,Nelson,2,2,1,343,-37.7552,144.9458
876,Brunswick,19 Horne St,3056,Moreland,Northern Metropolitan,1550000,28/05/2016,Nelson,3,1,1,346,-37.7738,144.9695
877,Brunswick West,10 Yarrabin St,3055,Moreland,Northern Metropolitan,810000,7/11/2016,Brad,3,1,2,349,-37.7589,144.9368
878,Brunswick,46 Cassels Rd,3056,Moreland,Northern Metropolitan,860000,16/04/2016,Nelson,2,1,2,352,-37.7566,144.9599
879,Brunswick West,81 Whitby St,3055,Moreland,Northern Metropolitan,1330000,12/11/2016,Nelson,3,1,2,353,-37.764,144.9428
880,Brunswick,25 Gray St,3056,Moreland,Northern Metropolitan,1755000,28/08/2016,Jellis,4,2,1,354,-37.7745,144.9523
881,Brunswick West,117 Pearson St,3055,Moreland,Northern Metropolitan,901000,23/04/2016,Rendina,3,1,4,357,-37.762,144.9497
882,Brunswick West,89 Pearson St,3055,Moreland,Northern Metropolitan,942000,4/03/2017,McDonald,3,1,0,358,-37.7642,144.9493
883,Brunswick,7 Hall St,3056,Moreland,Northern Metropolitan,1217000,27/11/2016,Walshe,4,1,0,363,-37.7621,144.9506
884,Brunswick West,121 Pearson St,3055,Moreland,Northern Metropolitan,1300000,12/11/2016,Jellis,3,1,2,364,-37.7618,144.9497
885,Brunswick,25 Hardy St,3056,Moreland,Northern Metropolitan,1500000,3/12/2016,Nelson,4,3,1,365,-37.7624,144.9671
886,Brunswick,1 Davison St,3056,Moreland,Northern Metropolitan,1000000,24/09/2016,Nelson,3,1,1,370,-37.7632,144.9572
887,Coburg,105 Moreland Rd,3058,Moreland,Northern Metropolitan,812000,8/10/2016,Nicholson,3,1,1,370,-37.7561,144.9718
888,Brunswick,30 Charles St,3056,Moreland,Northern Metropolitan,1350000,15/10/2016,Nelson,4,1,1,370,-37.7728,144.9639
889,Coburg,45 Portland St,3058,Moreland,Northern Metropolitan,1000000,4/03/2017,Jellis,3,2,3,370,-37.744,144.9501
890,Coburg,29 Molesworth St,3058,Moreland,Northern Metropolitan,850000,3/09/2016,Brad,2,1,1,371,-37.735,144.9589
891,Coburg,181 Munro St,3058,Moreland,Northern Metropolitan,790000,3/12/2016,Del,3,1,2,371,-37.7435,144.9507
892,Coburg,27 Higinbotham St,3058,Moreland,Northern Metropolitan,947000,7/11/2016,Brad,3,1,1,372,-37.735,144.9581
893,Coburg,109 Moreland Rd,3058,Moreland,Northern Metropolitan,825000,8/10/2016,Nicholson,3,1,1,374,-37.7561,144.9715
894,Coburg,107 Moreland Rd,3058,Moreland,Northern Metropolitan,766000,8/10/2016,Nicholson,3,1,0,378,-37.7561,144.9716
895,Coburg,60 Glengyle St,3058,Moreland,Northern Metropolitan,1210000,10/09/2016,Nelson,3,1,1,379,-37.7544,144.9764
896,Brunswick,5 Hanover St,3056,Moreland,Northern Metropolitan,985000,22/05/2016,Jellis,3,1,2,384,-37.7626,144.9535
897,Brunswick West,29 Grantham St,3055,Moreland,Northern Metropolitan,988000,19/11/2016,Nelson,4,1,1,384,-37.7733,144.9491
898,Brunswick,136 Hope St,3056,Moreland,Northern Metropolitan,1260000,11/02/2017,Jellis,2,1,1,385,-37.7631,144.9534
899,Coburg,6 Stawell St,3058,Moreland,Northern Metropolitan,935500,4/03/2017,Brad,3,1,2,386,-37.7364,144.96
900,Coburg,21 Governors Rd,3058,Moreland,Northern Metropolitan,1335000,10/12/2016,Nelson,5,3,2,390,-37.7376,144.9726
901,Brunswick,131 Tinning St,3056,Moreland,Northern Metropolitan,1395000,22/05/2016,Nelson,5,2,2,391,-37.7587,144.9548
902,Brunswick West,102 Melville Rd,3055,Moreland,Northern Metropolitan,900000,14/05/2016,hockingstuart,2,1,1,410,-37.7613,144.9446
903,Brunswick,2 Sheffield St,3056,Moreland,Northern Metropolitan,990000,7/11/2016,Nelson,3,1,2,410,-37.7604,144.9514
904,Brunswick West,171 Union St,3055,Moreland,Northern Metropolitan,1095000,15/10/2016,Nelson,3,1,1,411,-37.7728,144.9478
905,Brunswick West,24 Burnell St,3055,Moreland,Northern Metropolitan,1245000,14/05/2016,Barry,3,1,1,412,-37.7618,144.9455
906,Brunswick,4 Bryant St,3056,Moreland,Northern Metropolitan,820000,27/06/2016,Nelson,4,1,0,416,-37.763,144.9598
907,Brunswick,190 Barkly St,3056,Moreland,Northern Metropolitan,1358000,13/08/2016,Nelson,4,1,1,416,-37.7769,144.9661
908,Brunswick,4 Bell St,3056,Moreland,Northern Metropolitan,1790000,27/06/2016,Ray,4,1,1,416,-37.7737,144.965
909,Coburg,114 Reynard St,3058,Moreland,Northern Metropolitan,1064000,8/10/2016,Nelson,3,2,1,417,-37.7478,144.9583
910,Coburg,3 Mavis St,3058,Moreland,Northern Metropolitan,1202000,4/03/2017,Nelson,3,2,2,423,-37.7493,144.9559
911,Brunswick,314 Barkly St,3056,Moreland,Northern Metropolitan,1310000,7/05/2016,Nelson,3,2,2,426,-37.7759,144.9578
912,Brunswick,391 Brunswick Rd,3056,Moreland,Northern Metropolitan,1135000,11/03/2017,Barry,3,1,1,438,-37.7758,144.9508
913,Coburg,191 Ohea St,3058,Moreland,Northern Metropolitan,905000,4/06/2016,LITTLE,4,2,1,439,-37.7363,144.9507
914,Brunswick West,2 Henderson St,3055,Moreland,Northern Metropolitan,1205000,15/10/2016,Raine,7,3,1,447,-37.7634,144.9403
915,Brunswick,17 Sutherland St,3056,Moreland,Northern Metropolitan,1015000,18/03/2017,Nelson,2,1,0,453,-37.762,144.9547
916,Brunswick,11 Denman St,3056,Moreland,Northern Metropolitan,1410000,28/05/2016,Jellis,4,2,1,460,-37.7554,144.9544
917,Coburg,5 Donne St,3058,Moreland,Northern Metropolitan,1090000,12/11/2016,ASL,3,1,1,464,-37.753,144.9485
918,Brunswick,2 Chambers St,3056,Moreland,Northern Metropolitan,1691500,17/09/2016,Nelson,3,2,3,470,-37.7788,144.9688
919,Brunswick,38 Stewart St,3056,Moreland,Northern Metropolitan,1317000,28/05/2016,Nelson,3,1,1,480,-37.7639,144.966
920,Brunswick,64 Hanover St,3056,Moreland,Northern Metropolitan,1250000,22/05/2016,Ray,3,1,1,483,-37.7602,144.9543
921,Coburg,2 Quarry Cct,3058,Moreland,Northern Metropolitan,1131000,8/10/2016,Nelson,4,2,2,494,-37.7359,144.9711
922,Brunswick,52 Evans St,3056,Moreland,Northern Metropolitan,1650000,18/03/2017,Nelson,3,1,2,495,-37.7702,144.9672
923,Brunswick West,16 Bakers Pde,3055,Moreland,Northern Metropolitan,970000,30/07/2016,Nelson,4,3,2,499,-37.7538,144.944
924,Brunswick West,6/86 Heller St,3055,Moreland,Northern Metropolitan,537000,22/08/2016,Jellis,2,1,1,501,-37.7741,144.9449
925,Brunswick West,468 Moreland Rd,3055,Moreland,Northern Metropolitan,920000,12/11/2016,Jellis,3,1,2,501,-37.753,144.9421
926,Brunswick West,1 Culloden St,3055,Moreland,Northern Metropolitan,995000,23/04/2016,Brad,3,1,2,505,-37.757,144.9446
927,Brunswick West,497 Albion St,3055,Moreland,Northern Metropolitan,1350000,7/11/2016,Woodards,5,2,2,510,-37.7581,144.9414
928,Brunswick West,915 Park St,3055,Moreland,Northern Metropolitan,1172000,12/11/2016,Stockdale,3,1,2,512,-37.7758,144.9435
929,Brunswick West,53 Heller St,3055,Moreland,Northern Metropolitan,1150000,28/05/2016,Nelson,4,1,2,519,-37.7747,144.9474
930,Coburg,171 Moreland Rd,3058,Moreland,Northern Metropolitan,145000,4/06/2016,Jellis,4,1,1,536,-37.7555,144.9658
931,Brunswick,10/285 Brunswick Rd,3056,Moreland,Northern Metropolitan,370000,26/07/2016,Jellis,1,1,1,540,-37.7766,144.9574
932,Brunswick West,542 Albion St,3055,Moreland,Northern Metropolitan,1200000,22/08/2016,Jellis,5,2,3,553,-37.7576,144.9348
933,Brunswick West,1 Jordan St,3055,Moreland,Northern Metropolitan,1315000,24/09/2016,Nelson,2,1,2,554,-37.7715,144.9426
934,Brunswick,222 Barkly St,3056,Moreland,Northern Metropolitan,2500000,19/11/2016,Jellis,5,2,2,555,-37.7767,144.9645
935,Brunswick West,481 Albion St,3055,Moreland,Northern Metropolitan,1585000,30/07/2016,Gunn&Co,4,1,2,562,-37.7583,144.9428
936,Brunswick,393A Brunswick Rd,3056,Moreland,Northern Metropolitan,1260000,18/03/2017,Rendina,3,1,6,563,-37.7757,144.9505
937,Brunswick West,2/13 Walker St,3055,Moreland,Northern Metropolitan,471000,4/03/2017,Jellis,2,1,1,564,-37.7665,144.9425
938,Brunswick West,4/1 Allard St,3055,Moreland,Northern Metropolitan,473000,4/06/2016,Harrington,2,1,2,568,-37.7682,144.9422
939,Brunswick West,9 Peacock St,3055,Moreland,Northern Metropolitan,921500,22/08/2016,Ray,4,1,1,575,-37.7575,144.9402
940,Brunswick West,7 Zeal St,3055,Moreland,Northern Metropolitan,910000,16/04/2016,Raine,2,1,4,576,-37.7578,144.9439
941,Coburg,56 Rose St,3058,Moreland,Northern Metropolitan,1100000,7/05/2016,Nelson,3,1,1,576,-37.7432,144.9474
942,Brunswick West,15 Wallace St,3055,Moreland,Northern Metropolitan,1000000,24/09/2016,Nelson,4,1,1,589,-37.7628,144.9459
943,Coburg,38 Harding St,3058,Moreland,Northern Metropolitan,1221000,3/12/2016,Nelson,4,1,2,596,-37.7456,144.9696
944,Coburg,31 Elizabeth St,3058,Moreland,Northern Metropolitan,820000,10/12/2016,Peter,2,1,1,597,-37.7402,144.9807
945,Brunswick West,5 Halpin St,3055,Moreland,Northern Metropolitan,1200000,4/06/2016,Nelson,3,1,1,600,-37.769,144.9478
946,Brunswick West,194 Dawson St,3055,Moreland,Northern Metropolitan,1186000,16/07/2016,Nelson,3,1,3,608,-37.7694,144.9448
947,Brunswick,144 Union St,3056,Moreland,Northern Metropolitan,1815000,18/06/2016,Nelson,3,1,3,612,-37.773,144.952
948,Coburg,7 Gladstone St,3058,Moreland,Northern Metropolitan,1250000,10/12/2016,Jellis,4,1,2,613,-37.7433,144.9762
949,Brunswick West,871 Park St,3055,Moreland,Northern Metropolitan,1700000,25/02/2017,Jellis,4,2,2,621,-37.7764,144.9479
950,Brunswick,36 Charles St,3056,Moreland,Northern Metropolitan,1875000,27/06/2016,Jellis,4,2,2,657,-37.7725,144.964
951,Coburg,37 Elizabeth St,3058,Moreland,Northern Metropolitan,680000,3/12/2016,Nelson,3,1,0,702,-37.7391,144.9812
952,Brunswick West,7 Morrow St,3055,Moreland,Northern Metropolitan,910000,22/08/2016,Brad,3,1,2,717,-37.7525,144.9321
953,Brunswick West,487 Brunswick Rd,3055,Moreland,Northern Metropolitan,1150000,27/11/2016,Jellis,3,1,2,726,-37.7747,144.9421
954,Brunswick,6/837 Park St,3056,Moreland,Northern Metropolitan,600000,13/08/2016,Woodards,2,1,1,768,-37.7768,144.9512
955,Brunswick,29 Stewart St,3056,Moreland,Northern Metropolitan,2230000,4/03/2017,Nelson,4,2,3,851,-37.7637,144.9662
956,Coburg,35 The Grove,3058,Moreland,Northern Metropolitan,2250000,4/03/2017,Peter,8,2,4,983,-37.7517,144.9699
957,Brunswick,60 Rose St,3056,Moreland,Northern Metropolitan,947000,28/05/2016,Woodards,3,1,2,996,-37.7564,144.9527
958,Coburg,56 The Grove,3058,Moreland,Northern Metropolitan,1900000,10/12/2016,hockingstuart,6,2,2,1060,-37.7523,144.9725
959,Brunswick,10/66 De Carle St,3056,Moreland,Northern Metropolitan,491000,19/11/2016,Jellis,2,1,1,1080,-37.7598,144.9655
960,Brunswick,23/10 Breese St,3056,Moreland,Northern Metropolitan,501000,18/03/2017,Nelson,2,1,1,1140,-37.7634,144.9616
961,Brunswick,17 Goodman St,3056,Moreland,Northern Metropolitan,916000,24/09/2016,Nelson,2,1,0,1328,-37.773,144.9568
962,Brunswick West,3/546 Moreland Rd,3055,Moreland,Northern Metropolitan,370000,18/03/2017,Ray,2,1,1,2120,-37.7524,144.9347
963,Brunswick,32 Lobb St,3056,Moreland,Northern Metropolitan,820000,25/02/2017,Jellis,3,2,2,4668,-37.7687,144.9649
964,Brunswick,30 Lobb St,3056,Moreland,Northern Metropolitan,740000,28/05/2016,Nelson,3,2,1,4676,-37.7687,144.9649
965,Mill Park,3/84 Mill Park Dr,3082,Whittlesea,Northern Metropolitan,480750,27/05/2017,Ray,2,1,1,114,-37.67761,145.06132
966,Lalor,3/103 Cyprus St,3075,Whittlesea,Northern Metropolitan,383000,27/05/2017,Harcourts,2,1,2,138,-37.67527,145.02775
967,Thomastown,2/1 Charles St,3074,Whittlesea,Northern Metropolitan,407000,29/07/2017,HAR,2,1,1,140,-37.68199,145.01744
968,Lalor,2/70 David St,3075,Whittlesea,Northern Metropolitan,410000,1/07/2017,Harcourts,2,1,1,143,-37.67222,145.0231
969,Epping,9 Inverloch St,3076,Whittlesea,Northern Metropolitan,401500,15/07/2017,Love,2,2,1,149,-37.6311,145.0232
970,South Morang,3/32 Kumara Cct,3752,Whittlesea,Northern Metropolitan,420000,8/07/2017,Harcourts,3,2,2,155,-37.63478,145.08486
971,Epping,2/12 Chettam St,3076,Whittlesea,Northern Metropolitan,380500,27/05/2017,Iconek,3,2,1,156,-37.6349,145.04042
972,Epping,2/8 Zurzolo Tce,3076,Whittlesea,Northern Metropolitan,417500,8/07/2017,Harcourts,2,1,1,157,-37.64827,145.05317
973,Thomastown,52 Richardson St,3074,Whittlesea,Northern Metropolitan,508000,15/07/2017,Harcourts,3,2,1,189,-37.68159,145.0371
974,South Morang,15 Vincent Dr,3752,Whittlesea,Northern Metropolitan,485000,12/08/2017,Love,4,2,2,196,-37.63873,145.07805
975,Wollert,6 Burley St,3750,Whittlesea,Northern Metropolitan,390000,1/07/2017,Ray,2,1,1,197,-37.61401,145.03301
976,Epping,14 Garth Pl,3076,Whittlesea,Northern Metropolitan,441000,12/08/2017,HAR,3,2,1,210,-37.63463,145.03863
977,Wollert,34 Tindales Rd,3750,Whittlesea,Northern Metropolitan,400000,22/07/2017,Harcourts,3,2,1,213,-37.60983,145.03874
978,Thomastown,2/11 French St,3074,Whittlesea,Northern Metropolitan,542000,1/07/2017,Ray,3,2,2,213,-37.67748,145.01791
979,Epping,2/33 Wedge St,3076,Whittlesea,Northern Metropolitan,503000,29/07/2017,Love,2,2,2,214,-37.65151,145.02815
980,Epping,111 Duffy St,3076,Whittlesea,Northern Metropolitan,410000,22/07/2017,hockingstuart,3,1,1,216,-37.64151,145.02265
981,South Morang,7/7 Old Plenty Rd,3752,Whittlesea,Northern Metropolitan,386000,1/07/2017,Millership,3,1,1,216,-37.64491,145.09233
982,Epping,6/7 Houston St,3076,Whittlesea,Northern Metropolitan,392250,8/07/2017,Harcourts,3,1,1,227,-37.64836,145.03139
983,South Morang,7 Loveridge Wy,3752,Whittlesea,Northern Metropolitan,561000,29/07/2017,Ray,4,2,1,229,-37.62614,145.06723
984,Mill Park,2/2 Comeram Ct,3082,Whittlesea,Northern Metropolitan,460000,1/07/2017,Love,2,1,1,241,-37.67231,145.05878
985,Mill Park,1/6 Patmore Ct,3082,Whittlesea,Northern Metropolitan,421000,24/06/2017,Ray,2,1,1,257,-37.65636,145.03997
986,Lalor,2/7 Cooma Ct,3075,Whittlesea,Northern Metropolitan,444000,29/07/2017,HAR,2,1,1,277,-37.66612,145.0008
987,Epping,14A Supply Dr,3076,Whittlesea,Northern Metropolitan,452500,27/05/2017,Barry,2,1,1,279,-37.65791,145.02643
988,Bundoora,13 Cher Av,3083,Whittlesea,Northern Metropolitan,685000,12/08/2017,Morrison,4,2,1,287,-37.69382,145.04831
989,Bundoora,48 Zara Cl,3083,Whittlesea,Northern Metropolitan,755000,17/06/2017,Ray,4,2,2,300,-37.68223,145.07818
